type typecode name_p address province city area lat lng telephone tag
科教文化服务;学校;小学 141203 一五张村小学 一五张村 河南省 平顶山市 汝州市 112.954224 34.181883 [] []
医疗保健服务;医药保健销售店;药房 090601 鲁山县佰信大药房 G311(徐峡线) 河南省 平顶山市 鲁山县 113.187407 33.655536 [] []
生活服务;电讯营业厅;中国电信营业厅 070601 中国电信 府前街与220省道交叉口东北50米 河南省 平顶山市 舞钢市 113.571184 33.331776 [] []
生活服务;电讯营业厅;中国电信营业厅 070601 中国电信(晓楠专营店) 纸坊镇中大街帝多福购物广场西北50米 河南省 平顶山市 汝州市 112.965286 34.094837 [] []
医疗保健服务;医药保健销售店;药房 090601 惠民药店 保安镇一村粮所楼下 河南省 平顶山市 叶县 113.246316 33.382627 [] []
生活服务;电讯营业厅;中国电信营业厅 070601 中国电信(汝州金顶专营店) 广成西路156号附近 河南省 平顶山市 汝州市 112.832149 34.176434 [] []
医疗保健服务;医药保健销售店;药房 090601 康春大药房 330省道 河南省 平顶山市 叶县 113.456017 33.534529 15617385601 []
科教文化服务;学校;小学 141203 汝州市陵头镇中心小学 兴陵路69号附近 河南省 平顶山市 汝州市 112.780825 34.260204 [] []
医疗保健服务;医药保健销售店;药房 090601 天顺中草药购销 311国道东50米 河南省 平顶山市 鲁山县 112.929527 33.750878 [] []
科教文化服务;学校;小学 141203 东关小学 东关北街东段与东盛街交叉口东150米 河南省 平顶山市 汝州市 112.863617 34.155984 [] []
医疗保健服务;综合医院;卫生院 090102 钟楼社区卫生服务中心 东环路270-9号附近 河南省 平顶山市 汝州市 112.863871 34.160278 [] []
生活服务;电讯营业厅;中国电信营业厅 070601 中国电信(城垣路营业厅) 城垣路286号附近 河南省 平顶山市 汝州市 112.856618 34.174547 [] []
科教文化服务;学校;小学 141203 核桃园小学 007县道附近 河南省 平顶山市 汝州市 112.767686 34.049605 [] []
医疗保健服务;医药保健销售店;药房 090601 济世大药房 人民路中段-19号 河南省 平顶山市 鲁山县 112.907530 33.746278 [] []
医疗保健服务;医药保健销售店;药房 090601 北京同仁堂 鲁平大道北50米 河南省 平顶山市 鲁山县 112.909689 33.732711 [] []
医疗保健服务;医药保健销售店;药房 090601 河南正康医药(鲁山六十六店) [] 河南省 平顶山市 鲁山县 112.907943 33.734588 [] []
医疗保健服务;医药保健销售店;药房 090601 万寿堂大药房 邓小平市场街中段鲁阳镇卫生院西十米 河南省 平顶山市 鲁山县 112.899339 33.737719 [] []
医疗保健服务;医药保健销售店;药房 090601 万全草药店 南后街东50米八街小学附近 河南省 平顶山市 鲁山县 112.907573 33.737013 [] []
医疗保健服务;医药保健销售店;药房 090601 华康大药房 向阳路与西关大街交叉口北50米 河南省 平顶山市 鲁山县 112.903220 33.739126 [] []
医疗保健服务;医药保健销售店;药房 090601 鲁山同春堂 工业路与站前街交叉口东南100米 河南省 平顶山市 鲁山县 112.904244 33.747241 [] []
医疗保健服务;医药保健销售店;药房 090601 千禧堂大药房 顺城路290号附近 河南省 平顶山市 鲁山县 112.897275 33.742940 [] []
科教文化服务;学校;小学 141203 龚店乡常李村小学 004乡道东50米 河南省 平顶山市 叶县 113.443563 33.675777 [] []
医疗保健服务;医药保健销售店;药房 090601 豫药王大药房(龚店店) 004乡道西50米 河南省 平顶山市 叶县 113.442281 33.662454 [] []
科教文化服务;学校;小学 141203 龚店乡余营学校 [] 河南省 平顶山市 叶县 113.470511 33.675254 [] []
生活服务;邮局;邮局 070400 叶县叶廉路邮政支局 中心街与广安路交叉口西150米 河南省 平顶山市 叶县 113.363747 33.618233 [] []
医疗保健服务;医药保健销售店;药房 090601 汇康药店 商业步行街与昆阳大道交叉口东150米 河南省 平顶山市 叶县 113.358711 33.621919 [] []
医疗保健服务;医药保健销售店;药房 090601 久康大药房 昆阳镇商业街西段润昊商厦楼下 河南省 平顶山市 叶县 113.362199 33.621198 [] []
医疗保健服务;医药保健销售店;药房 090601 康春大药房 德化路与玄武大道交叉口西50米 河南省 平顶山市 叶县 113.375054 33.627056 [] []
