type typecode name_p address province city area lat lng telephone tag
风景名胜;风景名胜;寺庙道观 110205 观音禅院 G36宁洛高速附近 河南省 平顶山市 汝州市 112.798570 34.116142 [] []
风景名胜;风景名胜;寺庙道观 110205 姜公庙 [] 河南省 平顶山市 汝州市 113.007131 34.197556 [] []
风景名胜;公园广场;公园 110101 平宝游园 中兴路与迎宾大道交叉口东100米 河南省 平顶山市 宝丰县 113.076485 33.859622 [] []
风景名胜;风景名胜;寺庙道观 110205 普照寺 [] 河南省 平顶山市 汝州市 112.750702 34.290928 [] []
风景名胜;风景名胜;寺庙道观 110205 龙泉寺 临汝镇榆树园 河南省 平顶山市 汝州市 112.586589 34.221499 [] []
风景名胜;风景名胜;风景名胜 110200 关爷庙曹 二三四省道 河南省 平顶山市 舞钢市 113.511932 33.388813 [] []
风景名胜;风景名胜;风景名胜 110200 五峰山 [] 河南省 平顶山市 舞钢市 113.495510 33.156540 [] []
风景名胜;风景名胜;风景名胜 110200 览胜台 灯台架内 河南省 平顶山市 舞钢市 113.551549 33.168045 [] []
风景名胜;风景名胜;风景名胜 110200 猴府洞天 灯台架内 河南省 平顶山市 舞钢市 113.553305 33.163112 [] []
风景名胜;风景名胜;风景名胜 110200 双龙壁 灯台架内 河南省 平顶山市 舞钢市 113.553557 33.164635 [] []
风景名胜;风景名胜;风景名胜 110200 天井 灯台架内 河南省 平顶山市 舞钢市 113.553568 33.167794 [] []
风景名胜;风景名胜;风景名胜 110200 怡心亭 灯台架内 河南省 平顶山市 舞钢市 113.551701 33.167996 [] []
风景名胜;风景名胜;风景名胜 110200 回望台 灯台架内 河南省 平顶山市 舞钢市 113.551317 33.168306 [] []
风景名胜;风景名胜;风景名胜 110200 情侣岩 灯台架内 河南省 平顶山市 舞钢市 113.553899 33.168246 [] []
风景名胜;风景名胜;风景名胜 110200 天梯 灯台架内 河南省 平顶山市 舞钢市 113.552711 33.168595 [] []
风景名胜;风景名胜;风景名胜 110200 生命树 灯台架内 河南省 平顶山市 舞钢市 113.553602 33.165165 [] []
风景名胜;风景名胜;风景名胜 110200 望灯台 灯台架内 河南省 平顶山市 舞钢市 113.553802 33.168282 [] []
风景名胜;风景名胜;风景名胜 110200 灯台架景区主峰 灯台架内 河南省 平顶山市 舞钢市 113.550868 33.166092 [] []
风景名胜;风景名胜;风景名胜 110200 天书 灯台架内 河南省 平顶山市 舞钢市 113.550372 33.171221 [] []
风景名胜;风景名胜;风景名胜 110200 三叠瀑 灯台架内 河南省 平顶山市 舞钢市 113.553659 33.163775 [] []
风景名胜;风景名胜;风景名胜 110200 天池 灯台架内 河南省 平顶山市 舞钢市 113.552979 33.168147 [] []
风景名胜;风景名胜;风景名胜 110200 仙人棚 灯台架内 河南省 平顶山市 舞钢市 113.551660 33.168099 [] []
风景名胜;风景名胜;寺庙道观 110205 玉皇庙 [] 河南省 平顶山市 汝州市 112.785015 34.022466 [] []
