type typecode name_p address province city area lat lng telephone tag
交通设施服务;公交车站;公交车站相关 150700 鹰城广场(公交站) 26路;27路;29路;30路;30路区间;38路;66路;67路;89路;666路 河南省 平顶山市 新华区 113.290154 33.737953 [] []
交通设施服务;公交车站;公交车站相关 150700 火车站(公交站) 1路;2路;3路;4路;7路;8路;9路;11路;14路;17路;18路;19路;20路;21路;22路;24路;25路;27路;29路;31路;32路;37路;42路外环;43路;67路;601路夜班;617路;618路;Y602路;市客运中心站-齐务村 河南省 平顶山市 湛河区 113.305389 33.720100 [] []
交通设施服务;公交车站;公交车站相关 150700 鹰城广场北门(公交站) 28路;34路 河南省 平顶山市 新华区 113.291092 33.742130 [] []
交通设施服务;公交车站;公交车站相关 150700 火车站(东)(公交站) 10路;603路夜班 河南省 平顶山市 湛河区 113.305550 33.719925 [] []
交通设施服务;公交车站;公交车站相关 150700 火车站东(公交站) 21路;25路 河南省 平顶山市 湛河区 113.305542 33.719925 [] []
交通设施服务;公交车站;公交车站相关 150700 新湛路口(公交站) 17路;18路;38路;89路 河南省 平顶山市 湛河区 113.321594 33.724998 [] []
交通设施服务;公交车站;公交车站相关 150700 新矿路口(公交站) 6路;9路 河南省 平顶山市 卫东区 113.323563 33.743324 [] []
交通设施服务;公交车站;公交车站相关 150700 光湛路口(公交站) 6路;17路;18路;23路;27路;617路;618路 河南省 平顶山市 湛河区 113.291901 33.727272 [] []
交通设施服务;公交车站;公交车站相关 150700 火车站(西)(公交站) 10路 河南省 平顶山市 湛河区 113.301826 33.720390 [] []
交通设施服务;公交车站;公交车站相关 150700 建设街(公交站) 1路;7路;8路;17路;18路;23路;24路;26路;33路;39路;40路;68路;600路;600路夜班空调;601路夜班;617路;618路;668路夜班 河南省 平顶山市 新华区 113.295120 33.746872 [] []
交通设施服务;公交车站;公交车站相关 150700 荟文街(公交站) 15路;16路;616路夜班;Y616路 河南省 平顶山市 新华区 113.289238 33.731403 [] []
