type typecode name_p address province city area lat lng telephone tag
体育休闲服务;娱乐场所;KTV 080302 畅响歌迷时尚KTV 凯撒财富天下广场北区 河南省 平顶山市 新华区 113.305282 33.744077 0375-2872555;0375-2872777 []
体育休闲服务;娱乐场所;酒吧 080304 那些年酒吧(新城区店) 龙翔大道北侧 河南省 平顶山市 新华区 113.184249 33.776844 15938958760 锅巴,气泡酒
体育休闲服务;娱乐场所;酒吧 080304 姐妹酒吧(和平路步行街) 开源路中原商场对面 河南省 平顶山市 新华区 113.309336 33.740170 [] []
体育休闲服务;娱乐场所;KTV 080302 同一首歌(凯撒店) 矿工路与中兴路交叉口向西50米路西(凯撒广场) 河南省 平顶山市 新华区 113.305060 33.744189 0375-7696666 []
体育休闲服务;娱乐场所;酒吧 080304 坐.com休闲吧 锦绣街文化宫南门西60米路南 河南省 平顶山市 新华区 113.299361 33.739225 15836927877 锅巴,小雪花,鸡米花,牛丸,兰花豆,半梅
体育休闲服务;娱乐场所;酒吧 080304 夜色酒吧(绿园东街) 曙光街与绿园东街交叉口南45米路东 河南省 平顶山市 新华区 113.306083 33.731890 [] []
体育休闲服务;娱乐场所;KTV 080302 东方威尼斯KTV 光明路南端 河南省 平顶山市 湛河区 113.291620 33.723627 0375-8991111 []
体育休闲服务;娱乐场所;KTV 080302 维多利亚(佳田店) 建设路与中兴路交叉口佳田国际大酒店B1层(佳田国国际大酒店) 河南省 平顶山市 新华区 113.306970 33.736385 0375-2823777;0375-3826777 []
体育休闲服务;娱乐场所;KTV 080302 鹰皇新都汇KTV 煤技校南门向西200米路南 河南省 平顶山市 湛河区 113.287515 33.709293 0375-2313168 []
体育休闲服务;娱乐场所;网吧 080308 理想网咖(建材中路) 建设路西建材大世界旁边 河南省 平顶山市 新华区 113.283701 33.738606 [] []
体育休闲服务;娱乐场所;酒吧 080304 一米阳光 中兴路太阳城商厦11号 河南省 平顶山市 新华区 113.306604 33.737457 0375-2301586 []
体育休闲服务;影剧院;电影院 080601 星美金山影城 平安大道金山广场3层 河南省 平顶山市 新华区 113.275113 33.758237 0375-2969111 []
体育休闲服务;娱乐场所;酒吧 080304 MT爱慕西餐酒廊 体育路黄金海岸5楼(体育路巴奴楼上5楼) 河南省 平顶山市 新华区 113.303292 33.741360 0375-8880011 蘑菇培根焗饭,草莓芝士,芒果慕斯,蔬果沙拉,黄金脆鸡柳,骨牛排,牛巧慕斯,肉酱焗一面,特色小食,海鲜焗饭,慕斯杯,蓝山咖啡,蛋黄牛柳焗饭,鱿鱼圈,海鲜意大利面
体育休闲服务;影剧院;电影院 080601 星美国际影城(中兴路店) 中兴路迪信通4层 河南省 平顶山市 新华区 113.306385 33.742113 0375-2911555 []
体育休闲服务;休闲场所;休闲场所 080500 平顶山教育学院教职工文化活动中心 凌云路与曙光街交叉口西北200米 河南省 平顶山市 新华区 113.278965 33.734997 [] []
体育休闲服务;影剧院;电影院 080601 上影国际影城 和平路西段路南基泰城7层 河南省 平顶山市 新华区 113.306295 33.740397 0375-2610888 []
体育休闲服务;娱乐场所;网吧 080308 红玫瑰网吧(水库路) 北渡镇水库路3号平煤技校东一百米路南 河南省 平顶山市 湛河区 113.291412 33.708720 [] []
体育休闲服务;运动场馆;综合体育馆 080101 中国平煤神马体育馆 一矿路附近 河南省 平顶山市 卫东区 113.312599 33.763644 [] []
体育休闲服务;娱乐场所;酒吧 080304 芭比酒吧 建设路 河南省 平顶山市 卫东区 113.356659 33.734192 [] []
体育休闲服务;娱乐场所;网吧 080308 靓靓网咖 优越路与开源路交叉口西南50米 河南省 平顶山市 新华区 113.309443 33.741446 13346731678 []
体育休闲服务;娱乐场所;酒吧|餐饮服务;休闲餐饮场所;休闲餐饮场所 080304|050400 后院儿 矿工路与西沿河路交叉口往北300米 河南省 平顶山市 新华区 113.298923 33.747147 18503751010 芥末黄瓜,蛋包饭,美伢,鸡米花,菠萝饭,蜂蜜柠檬,泰皇炒饭,薯条,西瓜子,粉象,锅巴,菌香排骨盖浇饭,海鲜炒饭,梅肉,鸡肉洋葱圈,快乐吧台,台式卤肉饭,爆米花,鸡柳,日式肥牛饭,情人梅,鱼香茄子盖浇饭,骨肉相连,香蕉片,鸡翅,美艳大门照,白瓜子,内墙,酱香牛肉饭
体育休闲服务;运动场馆;运动场所 080100 平顶山市第十三中学体育场 开源路 河南省 平顶山市 湛河区 113.306623 33.722132 [] []
体育休闲服务;娱乐场所;酒吧 080304 水手酒吧(长青路) 长青路与曙光街交叉口十米 河南省 平顶山市 新华区 113.286550 33.733125 [] []
体育休闲服务;娱乐场所;酒吧 080304 苏荷酒吧 体育路与矿工路交叉口南50米 河南省 平顶山市 新华区 113.303949 33.743874 [] []
体育休闲服务;娱乐场所;酒吧 080304 后街休闲酒吧 联盟路沿河路交叉口路东往南100米 河南省 平顶山市 新华区 113.298548 33.741597 [] []
体育休闲服务;娱乐场所;KTV 080302 夜宴氧吧商务KTV 开源路69附近 河南省 平顶山市 新华区 113.308996 33.733195 0375-6199999;0375-6198888 []
体育休闲服务;娱乐场所;KTV 080302 赛伟时尚派对KTV 祥云路中段九天庄园南门东20米路南 河南省 平顶山市 新华区 113.181188 33.767195 0375-2386111 []
体育休闲服务;娱乐场所;酒吧 080304 兄弟酒吧(开源路) 中国河南省平顶山市卫东区开源路名豪假日酒店对面 河南省 平顶山市 新华区 113.309365 33.740037 [] []
体育休闲服务;运动场馆;运动场所 080100 平顶山市第十一中学体育场 电厂路西段 河南省 平顶山市 湛河区 113.253250 33.729707 [] []
体育休闲服务;娱乐场所;网吧 080308 乐享网咖 建设路与劳动路交叉口东北角良基底商住宅楼负一楼 河南省 平顶山市 卫东区 113.313502 33.736304 13333750756 []
体育休闲服务;娱乐场所;酒吧 080304 嗨啤酒吧(和平路步行街) 开源路与和平路步行街交口名豪假日酒店路对面二楼西北角(绝味鸭脖楼上) 河南省 平顶山市 新华区 113.309349 33.739949 18737599972 哈尔滨麦通,瓜子,青岛冰纯,软饮
体育休闲服务;影剧院;电影院 080601 环球国际影城(平声剧院店) 中兴路建设路交叉口19号院(平生影剧院2楼) 河南省 平顶山市 新华区 113.305726 33.737094 0375-3796668;0375-7386663 []
体育休闲服务;娱乐场所;网吧 080308 忆青春网咖 东安路街道黄金路11号 河南省 平顶山市 卫东区 113.333927 33.736157 [] []
体育休闲服务;娱乐场所;网吧 080308 春秋网吧(白银路) 白银路6附11号 河南省 平顶山市 卫东区 113.334521 33.737978 [] []
体育休闲服务;娱乐场所;网吧 080308 九九网吧 中心城区楝香街帝景花园南100米 河南省 平顶山市 卫东区 113.325590 33.738570 13603755637 []
体育休闲服务;娱乐场所;酒吧 080304 喝酒吧(联盟路店) 联盟路联盟鑫城左侧电梯二楼 河南省 平顶山市 新华区 113.301693 33.743615 15093869876 百威
体育休闲服务;娱乐场所;网吧 080308 东风网吧(东风路) 东晶街与东风路交叉口东150米 河南省 平顶山市 湛河区 113.326354 33.723987 [] []
体育休闲服务;娱乐场所;酒吧 080304 铛铛HOME(桌游旗舰店) 联盟路与沿河路交叉口东30米路北(联盟鑫城南门西100米) 河南省 平顶山市 新华区 113.299548 33.742821 17760763839 []
体育休闲服务;娱乐场所;网吧 080308 伊佳人网吧 矿工路与东安路交叉口150米 河南省 平顶山市 卫东区 113.338344 33.740766 15993535300 []
体育休闲服务;休闲场所;休闲场所 080500 平东铁路职工活动中心 东站南路与德胜巷交叉口东150米 河南省 平顶山市 卫东区 113.397230 33.734321 [] []
体育休闲服务;娱乐场所;网吧 080308 新动力网咖 开源路中段地测处家属院30号楼 河南省 平顶山市 卫东区 113.309866 33.742561 0375-2999675 []
